ori_tissue,ori_cell_type,prompt,corrected_tissue,corrected_cell,reason,status
heart,endocardial cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: heart
    - 原始细胞类型: endocardial cell

    候选匹配:
候选组织 1: heart
  候选细胞 1: cell_ontology_class='smooth muscle cell', free_annotation='smooth muscle cell' (相似度: 0.38)
  候选细胞 2: cell_ontology_class='smooth muscle cell', free_annotation='smooth_muscle_cells' (相似度: 0.29)
  候选细胞 3: cell_ontology_class='smooth muscle cell', free_annotation='smooth muscle cells' (相似度: 0.20)
  候选细胞 4: cell_ontology_class='cardiac endothelial cell', free_annotation='endothelial cells' (相似度: 0.20)
  候选细胞 5: cell_ontology_class='cardiac muscle cell', free_annotation='cardiac muscle cells' (相似度: 0.18)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",heart,"cardiac endothelial cell
```","原始细胞类型为 ""endocardial cell""，与候选匹配中的 ""cardiac endothelial cell"" 在语义上最为接近。内皮细胞（endothelial cell）是心内膜（endocardium）的主要细胞类型之一，且候选细胞 4 的 cell_ontology_class 明确标注为 ""cardiac endothelial cell""，这与原始数据的含义高度一致。其他候选细胞类型（如平滑肌细胞或心肌细胞）与原始数据的语义差距较大，因此不予考虑。",found
heart,endocardial cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: heart
    - 原始细胞类型: endocardial cell

    候选匹配:
候选组织 1: heart
  候选细胞 1: cell_ontology_class='smooth muscle cell', free_annotation='smooth muscle cell' (相似度: 0.38)
  候选细胞 2: cell_ontology_class='smooth muscle cell', free_annotation='smooth_muscle_cells' (相似度: 0.29)
  候选细胞 3: cell_ontology_class='smooth muscle cell', free_annotation='smooth muscle cells' (相似度: 0.20)
  候选细胞 4: cell_ontology_class='cardiac endothelial cell', free_annotation='endothelial cells' (相似度: 0.20)
  候选细胞 5: cell_ontology_class='cardiac muscle cell', free_annotation='cardiac muscle cells' (相似度: 0.18)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",heart,"cardiac endothelial cell
```","原始细胞类型为 ""endocardial cell""，与候选匹配中的 ""cardiac endothelial cell"" 最为接近。尽管相似度较低 (0.20)，但根据生物学知识，心内膜细胞 (endocardial cell) 是心脏内皮细胞的一种，二者在功能和解剖学上密切相关。因此，选择 ""cardiac endothelial cell"" 作为最合适的修正结果。原始组织 ""heart"" 与候选组织一致，无需修正。",found
retina,cone photoreceptor cell,,retina,cone photoreceptor cell,候选匹配为空,unfound
retina,horizontal cell,,retina,horizontal cell,候选匹配为空,unfound
retina,microglial cell,,retina,microglial cell,候选匹配为空,unfound
retina,müller glial cell,,retina,müller glial cell,候选匹配为空,unfound
retina,cone photoreceptor cell,,retina,cone photoreceptor cell,候选匹配为空,unfound
retina,cone photoreceptor cell,,retina,cone photoreceptor cell,候选匹配为空,unfound
retina,cone photoreceptor cell,,retina,cone photoreceptor cell,候选匹配为空,unfound
retina,retinal ganglion cell,,retina,retinal ganglion cell,候选匹配为空,unfound
retina,cone photoreceptor cell,,retina,cone photoreceptor cell,候选匹配为空,unfound
retina,cone photoreceptor cell,,retina,cone photoreceptor cell,候选匹配为空,unfound
retina,cone photoreceptor cell,,retina,cone photoreceptor cell,候选匹配为空,unfound
retina,retinal ganglion cell,,retina,retinal ganglion cell,候选匹配为空,unfound
retina,müller glial cell,,retina,müller glial cell,候选匹配为空,unfound
retina,cone photoreceptor cell,,retina,cone photoreceptor cell,候选匹配为空,unfound
retina,horizontal cell,,retina,horizontal cell,候选匹配为空,unfound
retina,retinal astrocyte,,retina,retinal astrocyte,候选匹配为空,unfound
retina,rod cell,,retina,rod cell,候选匹配为空,unfound
retina,retinal ganglion cell,,retina,retinal ganglion cell,候选匹配为空,unfound
retina,rod cell,,retina,rod cell,候选匹配为空,unfound
retina,amacrine cell,,retina,amacrine cell,候选匹配为空,unfound
retina,cone photoreceptor cell,,retina,cone photoreceptor cell,候选匹配为空,unfound
retina,bipolar cell,,retina,bipolar cell,候选匹配为空,unfound
retina,rod cell,,retina,rod cell,候选匹配为空,unfound
retina,bipolar cell,,retina,bipolar cell,候选匹配为空,unfound
retina,microglial cell,,retina,microglial cell,候选匹配为空,unfound
retina,amacrine cell,,retina,amacrine cell,候选匹配为空,unfound
retina,amacrine cell,,retina,amacrine cell,候选匹配为空,unfound
retina,cone photoreceptor cell,,retina,cone photoreceptor cell,候选匹配为空,unfound
retina,cone photoreceptor cell,,retina,cone photoreceptor cell,候选匹配为空,unfound
retina,microglial cell,,retina,microglial cell,候选匹配为空,unfound
retina,neurogenic retinal progenitor cell,,retina,neurogenic retinal progenitor cell,候选匹配为空,unfound
retina,neurogenic retinal progenitor cell,,retina,neurogenic retinal progenitor cell,候选匹配为空,unfound
retina,multipotent retinal progenitor cell,,retina,multipotent retinal progenitor cell,候选匹配为空,unfound
retina,multipotent retinal progenitor cell,,retina,multipotent retinal progenitor cell,候选匹配为空,unfound
retina,neurogenic retinal progenitor cell,,retina,neurogenic retinal progenitor cell,候选匹配为空,unfound
retina,neuron,,retina,neuron,候选匹配为空,unfound
retina,neurogenic retinal progenitor cell,,retina,neurogenic retinal progenitor cell,候选匹配为空,unfound
retina,neurogenic retinal progenitor cell,,retina,neurogenic retinal progenitor cell,候选匹配为空,unfound
retina,multipotent retinal progenitor cell,,retina,multipotent retinal progenitor cell,候选匹配为空,unfound
retina,neurogenic retinal progenitor cell,,retina,neurogenic retinal progenitor cell,候选匹配为空,unfound
retina,neurogenic retinal progenitor cell,,retina,neurogenic retinal progenitor cell,候选匹配为空,unfound
retina,neurogenic retinal progenitor cell,,retina,neurogenic retinal progenitor cell,候选匹配为空,unfound
retina,multipotent retinal progenitor cell,,retina,multipotent retinal progenitor cell,候选匹配为空,unfound
retina,multipotent retinal progenitor cell,,retina,multipotent retinal progenitor cell,候选匹配为空,unfound
retina,neuron,,retina,neuron,候选匹配为空,unfound
retina,neurogenic retinal progenitor cell,,retina,neurogenic retinal progenitor cell,候选匹配为空,unfound
retina,multipotent retinal progenitor cell,,retina,multipotent retinal progenitor cell,候选匹配为空,unfound
retina,multipotent retinal progenitor cell,,retina,multipotent retinal progenitor cell,候选匹配为空,unfound
retina,neuron,,retina,neuron,候选匹配为空,unfound
retina,multipotent retinal progenitor cell,,retina,multipotent retinal progenitor cell,候选匹配为空,unfound
retina,multipotent retinal progenitor cell,,retina,multipotent retinal progenitor cell,候选匹配为空,unfound
retina,adult neural stem cell,,retina,adult neural stem cell,候选匹配为空,unfound
retina,multipotent retinal progenitor cell,,retina,multipotent retinal progenitor cell,候选匹配为空,unfound
retina,adult neural stem cell,,retina,adult neural stem cell,候选匹配为空,unfound
retina,neurogenic retinal progenitor cell,,retina,neurogenic retinal progenitor cell,候选匹配为空,unfound
retina,neuron,,retina,neuron,候选匹配为空,unfound
retina,microglial cell,,retina,microglial cell,候选匹配为空,unfound
retina,horizontal cell,,retina,horizontal cell,候选匹配为空,unfound
retina,microglial cell,,retina,microglial cell,候选匹配为空,unfound
retina,vascular cell,,retina,vascular cell,候选匹配为空,unfound
retina,retinal ganglion cell,,retina,retinal ganglion cell,候选匹配为空,unfound
retina,vascular cell,,retina,vascular cell,候选匹配为空,unfound
retina,rod cell,,retina,rod cell,候选匹配为空,unfound
retina,cone cell,,retina,cone cell,候选匹配为空,unfound
retina,bipolar cell,,retina,bipolar cell,候选匹配为空,unfound
retina,amacrine cell,,retina,amacrine cell,候选匹配为空,unfound
retina,retinal ganglion cell,,retina,retinal ganglion cell,候选匹配为空,unfound
retina,vascular cell,,retina,vascular cell,候选匹配为空,unfound
retina,vascular cell,,retina,vascular cell,候选匹配为空,unfound
retina,cone cell,,retina,cone cell,候选匹配为空,unfound
retina,müller glial cell,,retina,müller glial cell,候选匹配为空,unfound
retina,rod cell,,retina,rod cell,候选匹配为空,unfound
retina,amacrine cell,,retina,amacrine cell,候选匹配为空,unfound
retina,astrocyte,,retina,astrocyte,候选匹配为空,unfound
retina,rod cell,,retina,rod cell,候选匹配为空,unfound
retina,astrocyte,,retina,astrocyte,候选匹配为空,unfound
retina,cone cell,,retina,cone cell,候选匹配为空,unfound
retina,macroglial cell,,retina,macroglial cell,候选匹配为空,unfound
retina,retinal ganglion cell,,retina,retinal ganglion cell,候选匹配为空,unfound
retina,vascular cell,,retina,vascular cell,候选匹配为空,unfound
retina,microglial cell,,retina,microglial cell,候选匹配为空,unfound
retina,cone cell,,retina,cone cell,候选匹配为空,unfound
retina,horizontal cell,,retina,horizontal cell,候选匹配为空,unfound
retina,macroglial cell,,retina,macroglial cell,候选匹配为空,unfound
retina,müller glial cell,,retina,müller glial cell,候选匹配为空,unfound
retina,müller glial cell,,retina,müller glial cell,候选匹配为空,unfound
retina,bipolar cell,,retina,bipolar cell,候选匹配为空,unfound
retina,microglial cell,,retina,microglial cell,候选匹配为空,unfound
