ori_tissue,ori_cell_type,search_result
retina,bipolar cell,"organ_tissue=eye, cell_ontology_class=retinal bipolar neuron, free_annotation=retina - bipolar cells; organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells; organ_tissue=eye, cell_ontology_class=b cell, free_annotation=b cells"
retina,microglial cell,"organ_tissue=eye, cell_ontology_class=microglial cell, free_annotation=retina - microglia; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells; organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=radial glial cell, free_annotation=radial glia progenitor cells"
retina,amacrine cell,"organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells; organ_tissue=eye, cell_ontology_class=microglial cell, free_annotation=retina - microglia; organ_tissue=eye, cell_ontology_class=melanocyte, free_annotation=melanocytes; organ_tissue=eye, cell_ontology_class=retinal bipolar neuron, free_annotation=retina - bipolar cells"
retina,amacrine cell,"organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells; organ_tissue=eye, cell_ontology_class=microglial cell, free_annotation=retina - microglia; organ_tissue=eye, cell_ontology_class=melanocyte, free_annotation=melanocytes; organ_tissue=eye, cell_ontology_class=retinal bipolar neuron, free_annotation=retina - bipolar cells"
retina,cone photoreceptor cell,"organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells; organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=retinal bipolar neuron, free_annotation=retina - bipolar cells; organ_tissue=eye, cell_ontology_class=microglial cell, free_annotation=retina - microglia"
retina,cone photoreceptor cell,"organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells; organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=retinal bipolar neuron, free_annotation=retina - bipolar cells; organ_tissue=eye, cell_ontology_class=microglial cell, free_annotation=retina - microglia"
retina,microglial cell,"organ_tissue=eye, cell_ontology_class=microglial cell, free_annotation=retina - microglia; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells; organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=radial glial cell, free_annotation=radial glia progenitor cells"
retina,neurogenic retinal progenitor cell,"organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=radial glial cell, free_annotation=radial glia progenitor cells; organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=microglial cell, free_annotation=retina - microglia; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells"
retina,neurogenic retinal progenitor cell,"organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=radial glial cell, free_annotation=radial glia progenitor cells; organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=microglial cell, free_annotation=retina - microglia; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells"
retina,multipotent retinal progenitor cell,"organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=radial glial cell, free_annotation=radial glia progenitor cells; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells; organ_tissue=eye, cell_ontology_class=microglial cell, free_annotation=retina - microglia"
retina,multipotent retinal progenitor cell,"organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=radial glial cell, free_annotation=radial glia progenitor cells; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells; organ_tissue=eye, cell_ontology_class=microglial cell, free_annotation=retina - microglia"
retina,neurogenic retinal progenitor cell,"organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=radial glial cell, free_annotation=radial glia progenitor cells; organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=microglial cell, free_annotation=retina - microglia; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells"
retina,neuron,"organ_tissue=eye, cell_ontology_class=retinal bipolar neuron, free_annotation=retina - bipolar cells; organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells; organ_tissue=eye, cell_ontology_class=microglial cell, free_annotation=retina - microglia; organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium"
retina,neurogenic retinal progenitor cell,"organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=radial glial cell, free_annotation=radial glia progenitor cells; organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=microglial cell, free_annotation=retina - microglia; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells"
retina,neurogenic retinal progenitor cell,"organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=radial glial cell, free_annotation=radial glia progenitor cells; organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=microglial cell, free_annotation=retina - microglia; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells"
retina,multipotent retinal progenitor cell,"organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=radial glial cell, free_annotation=radial glia progenitor cells; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells; organ_tissue=eye, cell_ontology_class=microglial cell, free_annotation=retina - microglia"
retina,neurogenic retinal progenitor cell,"organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=radial glial cell, free_annotation=radial glia progenitor cells; organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=microglial cell, free_annotation=retina - microglia; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells"
retina,neurogenic retinal progenitor cell,"organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=radial glial cell, free_annotation=radial glia progenitor cells; organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=microglial cell, free_annotation=retina - microglia; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells"
retina,neurogenic retinal progenitor cell,"organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=radial glial cell, free_annotation=radial glia progenitor cells; organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=microglial cell, free_annotation=retina - microglia; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells"
retina,multipotent retinal progenitor cell,"organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=radial glial cell, free_annotation=radial glia progenitor cells; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells; organ_tissue=eye, cell_ontology_class=microglial cell, free_annotation=retina - microglia"
retina,multipotent retinal progenitor cell,"organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=radial glial cell, free_annotation=radial glia progenitor cells; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells; organ_tissue=eye, cell_ontology_class=microglial cell, free_annotation=retina - microglia"
retina,neuron,"organ_tissue=eye, cell_ontology_class=retinal bipolar neuron, free_annotation=retina - bipolar cells; organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells; organ_tissue=eye, cell_ontology_class=microglial cell, free_annotation=retina - microglia; organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium"
retina,neurogenic retinal progenitor cell,"organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=radial glial cell, free_annotation=radial glia progenitor cells; organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=microglial cell, free_annotation=retina - microglia; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells"
retina,multipotent retinal progenitor cell,"organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=radial glial cell, free_annotation=radial glia progenitor cells; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells; organ_tissue=eye, cell_ontology_class=microglial cell, free_annotation=retina - microglia"
retina,multipotent retinal progenitor cell,"organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=radial glial cell, free_annotation=radial glia progenitor cells; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells; organ_tissue=eye, cell_ontology_class=microglial cell, free_annotation=retina - microglia"
