ori_tissue,ori_cell_type,search_result
heart,valve progenitor cell (hpvc),"organ_tissue=heart, cell_ontology_class=hepatocyte, free_annotation=hepatocyte; organ_tissue=heart, cell_ontology_class=cardiac muscle cell, free_annotation=cardiac muscle cells; organ_tissue=heart, cell_ontology_class=cardiac endothelial cell, free_annotation=endothelial cells; organ_tissue=liver, cell_ontology_class=hepatocyte, free_annotation=hepatocyte; organ_tissue=heart, cell_ontology_class=fibroblast of cardiac tissue, free_annotation=cardiac fibroblast"
heart,valve progenitor cell (hpvc),"organ_tissue=heart, cell_ontology_class=hepatocyte, free_annotation=hepatocyte; organ_tissue=heart, cell_ontology_class=cardiac muscle cell, free_annotation=cardiac muscle cells; organ_tissue=heart, cell_ontology_class=cardiac endothelial cell, free_annotation=endothelial cells; organ_tissue=liver, cell_ontology_class=hepatocyte, free_annotation=hepatocyte; organ_tissue=heart, cell_ontology_class=fibroblast of cardiac tissue, free_annotation=cardiac fibroblast"
mitral valve,valvular interstitial cells (vics),"organ_tissue=mammary, cell_ontology_class=vein endothelial cell, free_annotation=vascular venous endothelial cell; organ_tissue=vasculature, cell_ontology_class=mast cell, free_annotation=mast cells; organ_tissue=vasculature, cell_ontology_class=mast cell, free_annotation=mast cell; organ_tissue=lung, cell_ontology_class=vein endothelial cell, free_annotation=vascular venous endothelial cell; organ_tissue=mammary, cell_ontology_class=vein endothelial cell, free_annotation=vein cell (endothelial cell)"
pluripotent stem cells,hips cells,"organ_tissue=blood, cell_ontology_class=hematopoietic stem cell, free_annotation=hematopoietic stem cell; organ_tissue=spleen, cell_ontology_class=hematopoietic stem cell, free_annotation=hematopoietic stem cell; organ_tissue=lymph_node, cell_ontology_class=hematopoietic stem cell, free_annotation=hematopoietic stem cell; organ_tissue=thymus, cell_ontology_class=mast cell, free_annotation=mast cells; organ_tissue=thymus, cell_ontology_class=mast cell, free_annotation=mast cell"
pluripotent stem cells,hips cells,"organ_tissue=blood, cell_ontology_class=hematopoietic stem cell, free_annotation=hematopoietic stem cell; organ_tissue=spleen, cell_ontology_class=hematopoietic stem cell, free_annotation=hematopoietic stem cell; organ_tissue=lymph_node, cell_ontology_class=hematopoietic stem cell, free_annotation=hematopoietic stem cell; organ_tissue=thymus, cell_ontology_class=mast cell, free_annotation=mast cells; organ_tissue=thymus, cell_ontology_class=mast cell, free_annotation=mast cell"
pluripotent stem cells,hips cells,"organ_tissue=blood, cell_ontology_class=hematopoietic stem cell, free_annotation=hematopoietic stem cell; organ_tissue=spleen, cell_ontology_class=hematopoietic stem cell, free_annotation=hematopoietic stem cell; organ_tissue=lymph_node, cell_ontology_class=hematopoietic stem cell, free_annotation=hematopoietic stem cell; organ_tissue=thymus, cell_ontology_class=mast cell, free_annotation=mast cells; organ_tissue=thymus, cell_ontology_class=mast cell, free_annotation=mast cell"
endoderm,differentiated cells from hips cells,"organ_tissue=skin, cell_ontology_class=endothelial cell, free_annotation=endothelium; organ_tissue=skin, cell_ontology_class=endothelial cell, free_annotation=enodthelial cell; organ_tissue=skin, cell_ontology_class=endothelial cell, free_annotation=endothelial cells; organ_tissue=skin, cell_ontology_class=endothelial cell, free_annotation=endothelial cell; organ_tissue=skin, cell_ontology_class=endothelial cell, free_annotation=endothelial"
endoderm,differentiated cells from hips cells,"organ_tissue=skin, cell_ontology_class=endothelial cell, free_annotation=endothelium; organ_tissue=skin, cell_ontology_class=endothelial cell, free_annotation=enodthelial cell; organ_tissue=skin, cell_ontology_class=endothelial cell, free_annotation=endothelial cells; organ_tissue=skin, cell_ontology_class=endothelial cell, free_annotation=endothelial cell; organ_tissue=skin, cell_ontology_class=endothelial cell, free_annotation=endothelial"
mesoderm,differentiated cells from hips cells,"organ_tissue=thymus, cell_ontology_class=mesothelial cell, free_annotation=mesothelial cell; organ_tissue=muscle, cell_ontology_class=mesothelial cell, free_annotation=mesothelial cell; organ_tissue=skin, cell_ontology_class=muscle cell, free_annotation=muscle cells; organ_tissue=muscle, cell_ontology_class=mesenchymal stem cell, free_annotation=mesenchymal stem cells; organ_tissue=lung, cell_ontology_class=mesothelial cell, free_annotation=mesothelial cell"
mesoderm,differentiated cells from hips cells,"organ_tissue=thymus, cell_ontology_class=mesothelial cell, free_annotation=mesothelial cell; organ_tissue=muscle, cell_ontology_class=mesothelial cell, free_annotation=mesothelial cell; organ_tissue=skin, cell_ontology_class=muscle cell, free_annotation=muscle cells; organ_tissue=muscle, cell_ontology_class=mesenchymal stem cell, free_annotation=mesenchymal stem cells; organ_tissue=lung, cell_ontology_class=mesothelial cell, free_annotation=mesothelial cell"
ectoderm,differentiated cells from hips cells,"organ_tissue=skin, cell_ontology_class=endothelial cell, free_annotation=endothelium; organ_tissue=skin, cell_ontology_class=endothelial cell, free_annotation=endothelial cells; organ_tissue=skin, cell_ontology_class=endothelial cell, free_annotation=endothelial cell; organ_tissue=skin, cell_ontology_class=endothelial cell, free_annotation=enodthelial cell; organ_tissue=skin, cell_ontology_class=endothelial cell, free_annotation=endothelial"
ectoderm,differentiated cells from hips cells,"organ_tissue=skin, cell_ontology_class=endothelial cell, free_annotation=endothelium; organ_tissue=skin, cell_ontology_class=endothelial cell, free_annotation=endothelial cells; organ_tissue=skin, cell_ontology_class=endothelial cell, free_annotation=endothelial cell; organ_tissue=skin, cell_ontology_class=endothelial cell, free_annotation=enodthelial cell; organ_tissue=skin, cell_ontology_class=endothelial cell, free_annotation=endothelial"
valve endothelial cells,hpvcs,"organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial cells; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial cell; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial_cells; organ_tissue=lung, cell_ontology_class=vein endothelial cell, free_annotation=vascular venous endothelial cell"
valve endothelial cells,hpvcs,"organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial cells; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial cell; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial_cells; organ_tissue=lung, cell_ontology_class=vein endothelial cell, free_annotation=vascular venous endothelial cell"
valve endothelial cells,hpvcs,"organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial cells; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial cell; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial_cells; organ_tissue=lung, cell_ontology_class=vein endothelial cell, free_annotation=vascular venous endothelial cell"
valve endothelial cells,hpvcs,"organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial cells; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial cell; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial_cells; organ_tissue=lung, cell_ontology_class=vein endothelial cell, free_annotation=vascular venous endothelial cell"
valve endothelial cells,hpvcs,"organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial cells; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial cell; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial_cells; organ_tissue=lung, cell_ontology_class=vein endothelial cell, free_annotation=vascular venous endothelial cell"
valve endothelial cells,hpvcs,"organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial cells; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial cell; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial_cells; organ_tissue=lung, cell_ontology_class=vein endothelial cell, free_annotation=vascular venous endothelial cell"
valve tissue,endothelial cell,"organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial cells; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial cell; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=enodthelial cell; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelium"
valve tissue,endothelial cell,"organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial cells; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial cell; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=enodthelial cell; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelium"
valve tissue,endothelial cell,"organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial cells; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial cell; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=enodthelial cell; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelium"
valve tissue,endothelial cell,"organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial cells; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial cell; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=enodthelial cell; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelium"
valve tissue,endothelial cell,"organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial cells; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial cell; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=enodthelial cell; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelium"
valve tissue,endothelial cell,"organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial cells; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial cell; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=enodthelial cell; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelium"
valve tissue,endothelial cell,"organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial cells; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial cell; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=enodthelial cell; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelium"
valve tissue,endothelial cell,"organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial cells; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelial cell; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=enodthelial cell; organ_tissue=vasculature, cell_ontology_class=endothelial cell, free_annotation=endothelium"
brain,microglia/macrophage,"organ_tissue=skin, cell_ontology_class=macrophage, free_annotation=monocyte/macrophage; organ_tissue=blood, cell_ontology_class=macrophage, free_annotation=monocyte/macrophage; organ_tissue=trachea, cell_ontology_class=macrophage, free_annotation=monocyte/macrophage; organ_tissue=muscle, cell_ontology_class=macrophage, free_annotation=monocyte/macrophage; organ_tissue=skin, cell_ontology_class=macrophage, free_annotation=macrophage"
retina,rod photoreceptors,"organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells; organ_tissue=eye, cell_ontology_class=retinal bipolar neuron, free_annotation=retina - bipolar cells; organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=microglial cell, free_annotation=retina - microglia"
retina,rod photoreceptors,"organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells; organ_tissue=eye, cell_ontology_class=retinal bipolar neuron, free_annotation=retina - bipolar cells; organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=microglial cell, free_annotation=retina - microglia"
retina,rod photoreceptors,"organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells; organ_tissue=eye, cell_ontology_class=retinal bipolar neuron, free_annotation=retina - bipolar cells; organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=microglial cell, free_annotation=retina - microglia"
