original,corrected,candidates,reason
HLA-DR,HLA-DR,"[{'symbol': 'HLA-DRA', 'alias_symbol': '', 'prev_symbol': 'HLA-DRA1', 'name': 'major histocompatibility complex, class II, DR alpha', 'alias_name': '', 'prev_name': ''}, {'symbol': 'HLA-DRB1', 'alias_symbol': '', 'prev_symbol': 'HLA-DR1B', 'name': 'major histocompatibility complex, class II, DR beta 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'HLA-DRB3', 'alias_symbol': '', 'prev_symbol': 'HLA-DR3B', 'name': 'major histocompatibility complex, class II, DR beta 3', 'alias_name': '', 'prev_name': ''}, {'symbol': 'HLA-DRB4', 'alias_symbol': '', 'prev_symbol': 'HLA-DR4B', 'name': 'major histocompatibility complex, class II, DR beta 4', 'alias_name': '', 'prev_name': ''}, {'symbol': 'HLA-DRB2', 'alias_symbol': '', 'prev_symbol': 'HLA-DR2B', 'name': 'major histocompatibility complex, class II, DR beta 2 (pseudogene)', 'alias_name': '', 'prev_name': ''}]","原始标记""HLA-DR""是一个泛指的名称，可能对应HLA-DR区域的多个基因。然而，在候选信息中没有一个完全匹配""HLA-DR""的特定基因符号。根据候选信息，所有符号都代表HLA-DR区域的具体亚型（如HLA-DRA、HLA-DRB1等），但没有一个是直接等同于""HLA-DR""的通用符号。因此，无法确定唯一匹配的标准化结果，返回原始标记。"
CD8,CD8A,"[{'symbol': 'CD8A', 'alias_symbol': 'p32 CD8alpha', 'prev_symbol': 'CD8', 'name': 'CD8 subunit alpha', 'alias_name': '', 'prev_name': ''}, {'symbol': 'CD8B', 'alias_symbol': 'Ly-3 LYT3 P37 CD8beta', 'prev_symbol': 'CD8B1', 'name': 'CD8 subunit beta', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ATT', 'alias_symbol': '', 'prev_symbol': 'MTATT', 'name': 'mitochondrially encoded membrane attachment site', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-CO1', 'alias_symbol': 'COX1 COI', 'prev_symbol': 'MTCO1', 'name': 'mitochondrially encoded cytochrome c oxidase I', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}]",在候选信息列表中，第一个候选信息的'prev_symbol'字段为'CD8'，与原始标记完全匹配，因此选择该候选信息中的'symbol'作为标准化结果。
CD3,CD3,"[{'symbol': 'CD3G', 'alias_symbol': 'CD3-GAMMA CD3GAMMA', 'prev_symbol': '', 'name': 'CD3 gamma subunit of T-cell receptor complex', 'alias_name': '', 'prev_name': ''}, {'symbol': 'CD3E', 'alias_symbol': 'CD3epsilon CD3-epsilon', 'prev_symbol': '', 'name': 'CD3 epsilon subunit of T-cell receptor complex', 'alias_name': '', 'prev_name': ''}, {'symbol': 'CD3D', 'alias_symbol': 'CD3DELTA CD3-DELTA', 'prev_symbol': 'T3D', 'name': 'CD3 delta subunit of T-cell receptor complex', 'alias_name': '', 'prev_name': ''}, {'symbol': 'CD247', 'alias_symbol': 'CD3H CD3Q TCRZ CD3-ZETA CD3ZETA', 'prev_symbol': 'CD3Z', 'name': 'CD247 molecule', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}]","原始标记""CD3""是一个常用的简写，通常指代T细胞受体复合物的CD3分子。在候选信息中，有多个与CD3相关的基因（如CD3G、CD3E、CD3D），它们分别代表CD3的不同亚基。然而，原始标记并未具体指定是哪一个亚基，因此无法明确匹配到某一个具体的基因符号。在这种情况下，应保留原始标记名称。"
CD45RO,CD45RO,"[{'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，没有找到与""CD45RO""相关的基因符号或别名。因此无法匹配到合适的标准化结果。"
CD56,NCAM1,"[{'symbol': 'NCAM1', 'alias_symbol': 'NCAM CD56', 'prev_symbol': '', 'name': 'neural cell adhesion molecule 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]",在候选信息中，第一个条目'symbol'为'NCAM1'，其'alias_symbol'包含'CD56'，这表明'CD56'是'NCAM1'的别名。因此，原始标记'CD56'可以标准化为'NCAM1'。
HER2,ERBB2,"[{'symbol': 'ERBB2', 'alias_symbol': 'NEU HER-2 CD340 HER2 c-ERB2 c-ERB-2 MLN-19 p185(erbB2)', 'prev_symbol': 'NGL', 'name': 'erb-b2 receptor tyrosine kinase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP1', 'alias_symbol': '', 'prev_symbol': 'MTHSP1', 'name': 'mitochondrially encoded major H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]",在候选信息中，第一个条目'symbol'为'ERBB2'，其'alias_symbol'包含'HER2'，这表明'HER2'是'ERBB2'的别名。因此，原始标记'HER2'可以标准化为'ERBB2'。
LNGFR,LNGFR,"[{'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","候选信息列表中没有与""LNGFR""相关的符号或名称匹配的条目，包括别名、旧符号或相关描述。因此无法找到标准化结果。"
MCSP,CSPG4,"[{'symbol': 'GPX4', 'alias_symbol': 'PHGPx MCSP', 'prev_symbol': '', 'name': 'glutathione peroxidase 4', 'alias_name': '', 'prev_name': ''}, {'symbol': 'SMCP', 'alias_symbol': '', 'prev_symbol': 'MCSP', 'name': 'sperm mitochondria associated cysteine rich protein', 'alias_name': '', 'prev_name': ''}, {'symbol': 'CSPG4', 'alias_symbol': 'MCSPG MEL-CSPG MSK16 NG2 MCSP HMW-MAA CSPG4A', 'prev_symbol': '', 'name': 'chondroitin sulfate proteoglycan 4', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，有三个条目与""MCSP""相关：1) 'GPX4'的别名包含'MCSP'，但它的主要名称和上下文不完全匹配；2) 'SMCP'的先前符号是'MCSP'，这表明它可能是原始标记的旧名称；3) 'CSPG4'的别名中包含'MCSP'，并且它是一个已知与'MCSP'相关的基因符号。根据这些信息，'CSPG4'是最符合的标准化结果，因为它直接将'MCSP'列为别名，并且在基因数据库中被广泛接受为标准符号。"
CD8+,CD8A,"[{'symbol': 'CD8A', 'alias_symbol': 'p32 CD8alpha', 'prev_symbol': 'CD8', 'name': 'CD8 subunit alpha', 'alias_name': '', 'prev_name': ''}, {'symbol': 'CD8B', 'alias_symbol': 'Ly-3 LYT3 P37 CD8beta', 'prev_symbol': 'CD8B1', 'name': 'CD8 subunit beta', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ATT', 'alias_symbol': '', 'prev_symbol': 'MTATT', 'name': 'mitochondrially encoded membrane attachment site', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-CO1', 'alias_symbol': 'COX1 COI', 'prev_symbol': 'MTCO1', 'name': 'mitochondrially encoded cytochrome c oxidase I', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}]","在候选信息中，""CD8A"" 和 ""CD8B"" 都与原始标记 ""CD8+"" 相关。然而，""CD8+"" 通常指的是 CD8 的 alpha 亚基（CD8A），因为在免疫学中，CD8+ T 细胞主要表达 CD8A 作为其标志性分子。因此，选择 ""CD8A"" 作为最匹配的结果。"
P63,TP63,"[{'symbol': 'TPRG1LP1', 'alias_symbol': '', 'prev_symbol': '', 'name': 'tumor protein p63 regulated 1 like pseudogene 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'TP63', 'alias_symbol': 'p51 SHFM4 EEC3 p63 p73L OFC8 KET p73H NBP p53CP p40', 'prev_symbol': 'TP73L TP53L TP53CP', 'name': 'tumor protein p63', 'alias_name': '', 'prev_name': ''}, {'symbol': 'TPRG1', 'alias_symbol': 'FLJ41238 FLJ43694', 'prev_symbol': 'FAM79B', 'name': 'tumor protein p63 regulated 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'CKAP4', 'alias_symbol': 'P63 CLIMP-63 CLIMP63 ERGIC-63', 'prev_symbol': '', 'name': 'cytoskeleton associated protein 4', 'alias_name': '', 'prev_name': ''}, {'symbol': 'TPRG1L', 'alias_symbol': 'RP11-46F15.3 FLJ21811 TPRGL SVAP30 h-Mover', 'prev_symbol': 'FAM79A', 'name': 'tumor protein p63 regulated 1 like', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，'TP63'的别名包含'p63'，这与原始标记""P63""直接对应。其他候选信息虽然可能包含部分相似内容（如别名或名称中有“p63”），但它们的主要符号并不完全匹配原始标记。因此，'TP63'是最符合的结果。"
Pea15a,Pea15a,"[{'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，没有找到与原始标记 ""Pea15a"" 相匹配的 'symbol'、'alias_symbol' 或 'prev_symbol'。因此无法将原始标记标准化为候选信息中的任何条目。"
C1q13,C1q13,"[{'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","原始标记""C1q13""在候选信息列表中没有找到与之匹配的'symbol'、'alias_symbol'、'prev_symbol'或其他相关信息。因此无法将原始标记标准化为候选信息中的任何结果。"
Lum+,LUM,"[{'symbol': 'LUM', 'alias_symbol': 'SLRR2D', 'prev_symbol': 'LDC', 'name': 'lumican', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-OHR', 'alias_symbol': '', 'prev_symbol': 'MTOHR', 'name': 'mitochondrially encoded heavy strand origin of replication', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}]","在候选信息中，第一个条目{'symbol': 'LUM', 'alias_symbol': 'SLRR2D', 'prev_symbol': 'LDC', 'name': 'lumican', ...} 的'symbol'为'LUM'，与原始标记'Lum+'高度相关。虽然原始标记包含一个额外的'+'符号，但'LUM'是其最匹配的标准形式。其他候选信息与'Lum+'无关。"
Tctex1d4,DYNLT4,"[{'symbol': 'DYNLT4', 'alias_symbol': '', 'prev_symbol': 'TCTEX1D4', 'name': 'dynein light chain Tctex-type 4', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}]",在候选信息列表中，第一个候选信息的'prev_symbol'字段为'TCTEX1D4'，与原始标记'Tctex1d4'完全匹配（忽略大小写差异）。因此，选择该候选信息的'symbol'字段'DYNLT4'作为标准化结果。
PDE5H,PDE5H,"[{'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，没有任何一个条目的symbol、alias_symbol、prev_symbol与原始标记""PDE5H""相匹配。因此无法找到合适的标准化结果。"
OTX,OTX,"[{'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","原始标记""OTX""在候选信息列表中没有找到任何匹配的'symbol'、'alias_symbol'、'prev_symbol'、'name'、'alias_name'或'prev_name'。因此，无法将原始标记标准化为候选信息中的任何结果。"
NeuN,RBFOX3,"[{'symbol': 'RBFOX3', 'alias_symbol': 'FOX-3 NeuN HRNBP3', 'prev_symbol': '', 'name': 'RNA binding fox-1 homolog 3', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-OHR', 'alias_symbol': '', 'prev_symbol': 'MTOHR', 'name': 'mitochondrially encoded heavy strand origin of replication', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，第一个候选信息的别名（alias_symbol）包含""NeuN""，这与原始标记完全匹配。因此，选择该候选信息中的'symbol'作为标准化结果。"
PKC-¦Á,PRRT2,"[{'symbol': 'PRKCH', 'alias_symbol': 'PKC-L PKCL', 'prev_symbol': 'PRKCL', 'name': 'protein kinase C eta', 'alias_name': '', 'prev_name': ''}, {'symbol': 'PRKD1', 'alias_symbol': 'PKCM PKD PKC-mu', 'prev_symbol': 'PRKCM', 'name': 'protein kinase D1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'PRRT2', 'alias_symbol': 'FLJ25513 DKFZp547J199 IFITMD1 FICCA DSPB3 PKC EKD1', 'prev_symbol': 'ICCA DYT10', 'name': 'proline rich transmembrane protein 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'PRKDC', 'alias_symbol': 'DNPK1 p350 DNAPK XRCC7 DNA-PKcs DNAPKc DNA-PKC p460', 'prev_symbol': 'HYRC HYRC1', 'name': 'protein kinase, DNA-activated, catalytic subunit', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，""PRRT2""的'alias_symbol'字段包含""PKC""，这与原始标记""PKC-¦Á""较为接近。尽管没有完全匹配的符号或名称，但根据""PKC""的出现，可以认为这是最接近的结果。"
Recoverin,RCVRN,"[{'symbol': 'RCVRN', 'alias_symbol': '', 'prev_symbol': 'RCV1', 'name': 'recoverin', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP1', 'alias_symbol': '', 'prev_symbol': 'MTHSP1', 'name': 'mitochondrially encoded major H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]",在候选信息列表中，第一个候选信息的'name'字段为'recoverin'，与原始标记'Recoverin'完全匹配（忽略大小写）。因此，选择该候选信息的'symbol'字段'RCVRN'作为标准化结果。
PD-L1,CD274,"[{'symbol': 'CD274', 'alias_symbol': 'B7-H B7H1 PD-L1 PDL1 B7-H1', 'prev_symbol': 'PDCD1LG1', 'name': 'CD274 molecule', 'alias_name': '', 'prev_name': ''}, {'symbol': 'UCHL1', 'alias_symbol': 'PGP9.5 Uch-L1 UCHL-1', 'prev_symbol': 'PARK5', 'name': 'ubiquitin C-terminal hydrolase L1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'APOL1', 'alias_symbol': '', 'prev_symbol': 'APOL', 'name': 'apolipoprotein L1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'L1CAM', 'alias_symbol': 'CD171 NCAM-L1 CAML1', 'prev_symbol': 'HSAS1 SPG1 HSAS MASA MIC5 S10', 'name': 'L1 cell adhesion molecule', 'alias_name': '', 'prev_name': ''}, {'symbol': 'ENPP2', 'alias_symbol': 'ATX PD-IALPHA', 'prev_symbol': 'PDNP2', 'name': 'ectonucleotide pyrophosphatase/phosphodiesterase 2', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，第一个候选信息的'alias_symbol'字段包含了原始标记""PD-L1""，并且其'symbol'为""CD274""，这表明""CD274""是""PD-L1""的标准化基因符号。其他候选信息与原始标记无直接匹配关系。"
Krt1541,Krt1541,"[{'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","原始标记""Krt1541""与候选信息中的所有条目（包括symbol、alias_symbol、prev_symbol等字段）均无明显匹配关系。经过逐一比对，未发现任何候选信息与原始标记存在关联。"
Vim29,Vim29,"[{'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","原始标记""Vim29""在所有候选信息的'symbol'、'alias_symbol'、'prev_symbol'、'name'、'alias_name'和'prev_name'字段中均未找到匹配项，因此无法确定其标准化结果。"
